Reaction,Metal,Support,Temperature,Pressure,Activity,Selectivity
ethanol-to-jet,In,Al2O3,459.75062582888904,63.356359023853294,0.5547133849568691,0.522025068024428
syngas-to-ethanol,Sn,TiO2,318.8499293075898,36.6703514268596,0.5702169352978254,0.6389388399563662
biomass-to-hmf,Pd,TiO2,162.892966848944,13.002511432453671,0.3932162893010652,0.5501037159840649
biomass-to-hmf,In,BEA,263.4502432241479,78.25060071182448,0.5528028404533026,0.5639647861597606
co2-reduction,Fe,BEA,466.87093379783505,73.91609031145335,0.5972552999691857,0.6115330037120685
ethanol-to-jet,Ru,Al2O3,451.43885247866007,95.70284866794933,0.6260561214189669,0.6583169007164698
methanol-synthesis,Au,TiO2,424.18071709817434,61.618703675211364,0.6277802233001724,0.6322592573629348
syngas-to-ethanol,Cu,SAPO-34,255.2996678155405,23.593575999399455,0.4901330789846337,0.48256941480195814
co2-reduction,Au,Al2O3,611.7817653257925,60.933112329392024,0.49025458598236593,0.5469430908257191
syngas-to-ethanol,Pd,C,657.6331240000144,93.93821366096525,0.5296778361140431,0.38265840438082904
biomass-to-hmf,Rh,C,419.09288956788754,19.204733711235015,0.632795038826488,0.6425318485624267
ethanol-to-jet,Co,SiO2,580.3146560756159,94.10329639646156,0.4990645621777051,0.4796386395232608
ethanol-to-jet,In,CeO2,408.07962914523523,10.459818179275445,0.6562056359993007,0.7035819591054436
syngas-to-ethanol,Rh,HZSM-5,167.13719368805667,40.30423955525678,0.46135611660881953,0.4817087309650463
ethanol-to-jet,Cu,Al2O3,551.7664115945126,9.346815398547303,0.4514171632729357,0.38243625503348916
syngas-to-ethanol,Pd,SiO2,310.80773755487496,29.13335272575081,0.5686641387705017,0.6117838123896396
methanol-synthesis,Co,BEA,695.0365562803685,3.8285580089713775,0.5476562522688043,0.5733105232736689
co2-reduction,Fe,C,453.6757598350793,87.21892904130988,0.6362547893423999,0.6620637036981478
co2-reduction,Rh,C,237.8246901944463,94.9001270835449,0.4679259202388524,0.4895220474725494
biomass-to-hmf,Co,C,560.1808897166889,63.94926250615773,0.5400204762613842,0.5777350427520629
biomass-to-hmf,Ru,BEA,565.8612308330339,53.844628972235846,0.5594456685737321,0.5948608609337853
co2-reduction,Ag,BEA,297.63348902061614,9.865848233879879,0.8675724103770791,0.9210799222929005
co2-reduction,Fe,MgO,318.87457855952084,31.053718641735806,0.598673937037547,0.5545802044761611
ethanol-to-jet,Rh,CeO2,373.52519621249627,47.450597569158596,0.5918466518028118,0.5546015195624894
ethanol-to-jet,Sn,C,765.5223827142809,48.22963997469426,0.2662410862512809,0.259015152715505
ethanol-to-jet,Ru,Al2O3,538.0524389467389,79.87997100289597,0.4603790039500019,0.4449809274680499
biomass-to-hmf,Fe,SiO2,417.6283148929875,56.49488150532193,0.5053192666523108,0.5159839520209577
syngas-to-ethanol,In,CeO2,614.7096889400973,64.95308912979516,0.5000602737681112,0.45920584221470173
syngas-to-ethanol,In,Al2O3,201.48632656377254,62.90697841135129,0.5329622834216202,0.5798407903029481
biomass-to-hmf,Pt,Al2O3,335.0399555377444,74.54976232098402,0.5196220067815512,0.48148576785324054
co2-reduction,Ru,SiO2,704.7633152045427,19.058310721261638,0.26154288251063507,0.21454772745519182
co2-reduction,Cu,C,551.524119036635,27.94127891471078,0.8914737420965874,0.8817824351579472
biomass-to-hmf,Ag,SiO2,358.4184200510905,16.062781206619544,0.5867742579344695,0.4865811397141318
biomass-to-hmf,Ni,CeO2,782.0161932444406,28.929339220004657,0.3317709015104613,0.26980798176778764
methanol-synthesis,Sn,C,622.6195957908977,24.048239297639586,0.5029966315133164,0.516865478411226
methanol-synthesis,Ni,C,291.17225536885377,42.60405968760022,0.5680329297919325,0.5025919098359769
syngas-to-ethanol,Fe,C,603.0076217981134,4.141975020577127,0.34902439220895876,0.3582168694466435
ethanol-to-jet,Co,HZSM-5,323.2273258579849,39.849755734705056,0.99,0.99
biomass-to-hmf,Ag,CeO2,274.92499040219434,84.31238950608571,0.5104829707637313,0.4859011614821289
syngas-to-ethanol,Ni,SAPO-34,783.4890268690488,71.75356960778888,0.34035612983186553,0.2916788198466421
syngas-to-ethanol,Ag,SiO2,629.4523581597806,4.317518865457233,0.523817888467811,0.5490913964261424
syngas-to-ethanol,Sn,SAPO-34,488.74042803723455,98.22946928915579,0.6530104953749439,0.7909934973204978
syngas-to-ethanol,Ru,Al2O3,758.5399103164008,16.702532204145644,0.31962079835893836,0.2941726170735634
ethanol-to-jet,Sn,BEA,488.60206439638125,26.0779612931738,0.5987212843904003,0.5102674891459443
co2-reduction,In,TiO2,726.8877244283026,86.50210890921043,0.615264343445547,0.5948002215398919
methanol-synthesis,Cu,SiO2,561.3908278361341,33.126835275379584,0.4737955801032704,0.4814133237049565
methanol-synthesis,Pd,SAPO-34,407.2753951917846,25.065843991071397,0.5588790033808899,0.6149305367471135
ethanol-to-jet,Pt,C,597.4642503078132,16.344202300671242,0.5000103532459098,0.4995453371889791
ethanol-to-jet,In,CeO2,474.947484280251,68.90851973180354,0.5836052641743541,0.591364798367303
co2-reduction,Au,HZSM-5,188.85383554612463,64.81291476814393,0.5412549132333817,0.4978984024478367
biomass-to-hmf,Cu,CeO2,467.0978732499369,32.35721634466867,0.5670941755462371,0.5519078741074038
biomass-to-hmf,Au,TiO2,673.5914947812809,44.43317091156314,0.43270645382633927,0.3917435608402644
methanol-synthesis,Ni,MgO,382.80887321278044,14.338485202334274,0.576188956322767,0.6199084153584034
ethanol-to-jet,Ag,C,513.3661139127946,54.73067360376373,0.5131280664500962,0.5228075620184734
syngas-to-ethanol,In,CeO2,503.3533537833544,33.04440669348715,0.5425448981083986,0.5356763086884287
syngas-to-ethanol,Pd,BEA,254.2232159135474,53.58260560294629,0.5195232424964444,0.5143621548498196
syngas-to-ethanol,Pd,Al2O3,502.04386888908783,45.9538189997618,0.5132681174699815,0.4841301845894024
biomass-to-hmf,Ru,CeO2,723.9060421449535,62.35372605045214,0.1780591420861785,0.1713451839768633
co2-reduction,Pt,SiO2,358.45116130003566,7.270833903332433,0.671137406804997,0.7174481769170766
biomass-to-hmf,Ru,SiO2,490.645349726794,50.25736679738518,0.6482698742295585,0.7100764103198693
biomass-to-hmf,Co,Al2O3,359.6900259433161,64.44948904872224,0.6044328795480719,0.6142986649183517
ethanol-to-jet,Cu,BEA,578.2791695992789,5.333949079246385,0.4691174052282825,0.45331376242693
methanol-synthesis,Co,HZSM-5,281.3513686477084,49.05165843643283,0.5307885574885571,0.5909827793469979
ethanol-to-jet,Ni,MgO,577.6488178852294,53.056314898826756,0.49302768621595,0.4705182229733794
biomass-to-hmf,Pd,HZSM-5,388.1301130612925,60.98940879901255,0.6000263979428299,0.6300867353892856
ethanol-to-jet,Ni,SiO2,576.2370852337299,92.91196822439852,0.4278072591933229,0.312998211536461
ethanol-to-jet,Ag,HZSM-5,384.601933231301,74.60426665012643,0.5724731575254208,0.5114375362297129
syngas-to-ethanol,Fe,HZSM-5,685.3679280803103,27.315747815169857,0.47459299011763445,0.46720397417676085
ethanol-to-jet,Sn,SAPO-34,692.396723833218,8.715602111188648,0.4773375795488493,0.5499609562723866
methanol-synthesis,Rh,SAPO-34,215.79632849515787,23.870782327908604,0.516337238230116,0.5313609562106574
syngas-to-ethanol,In,SiO2,492.0248141659031,25.627539876347324,0.6311103572021701,0.5741687013131317
methanol-synthesis,Rh,BEA,419.86999016233113,11.445904008016418,0.6519555893710134,0.6481673750442404
biomass-to-hmf,Fe,C,606.6577705175246,43.280424039062694,0.5335240308620606,0.4799311692100528
ethanol-to-jet,Co,CeO2,507.47755327084775,50.964585270090204,0.4223120616991968,0.4632065446004482
methanol-synthesis,Rh,C,756.7879801914889,90.34601209461945,0.3188204763048758,0.2737178985870003
biomass-to-hmf,Fe,TiO2,418.0231395864474,63.69084139636322,0.5565168459362653,0.6127885851570037
co2-reduction,Pt,SiO2,516.0440568227846,22.17888546832832,0.4405294053566336,0.5226630530194318
biomass-to-hmf,Sn,Al2O3,384.0055542072181,45.787943946588626,0.5549689632676066,0.5868885595480258
syngas-to-ethanol,Ni,HZSM-5,788.921706266056,59.98051983575479,0.2835690762125508,0.3137284477666679
biomass-to-hmf,Co,Al2O3,154.26973883224326,98.4550481063633,0.4727942998942904,0.4646546545906757
methanol-synthesis,Fe,HZSM-5,651.4899967928302,94.39144271822421,0.5020459587697861,0.45193658598071246
co2-reduction,Rh,BEA,511.6100055793995,92.6663225709615,0.5370412172710063,0.5113805389474271
methanol-synthesis,Cu,HZSM-5,449.24037367981845,16.45460352824934,0.5885700042329991,0.5388525355025735
co2-reduction,Fe,SiO2,301.44619656025236,81.29634944148317,0.47188331706023445,0.462331928930226
ethanol-to-jet,Pt,MgO,519.8922089980779,22.52629074225075,0.6206307710806458,0.659860985475547
ethanol-to-jet,Sn,TiO2,665.387726304282,18.117346594775935,0.49903698101328026,0.4858924395528669
biomass-to-hmf,Cu,Al2O3,174.2915375159165,81.02577604392235,0.5011232946406023,0.5284792503993628
syngas-to-ethanol,Cu,HZSM-5,749.2164727381318,34.10457480285383,0.24095935923455775,0.2966754439680014
syngas-to-ethanol,Ru,SAPO-34,715.3612341787929,23.445049464853007,0.33576906577206217,0.3716783520574589
biomass-to-hmf,Ni,MgO,185.18316669843497,52.9139517998475,0.5219237869404864,0.5229046198251859
co2-reduction,Rh,CeO2,362.4405579757768,70.07909660681277,0.633643061798341,0.6632337684854098
methanol-synthesis,Ni,MgO,781.1761590812396,75.53118009804254,0.2822979644529488,0.25361787580810374
biomass-to-hmf,Rh,SAPO-34,294.35565829841926,29.688519886512022,0.5050928147630993,0.5825438223378587
syngas-to-ethanol,Co,CeO2,368.50931572656566,48.1096107853399,0.538044646217305,0.46466838292968293
ethanol-to-jet,Rh,MgO,320.66268477813406,40.454176699224774,0.6082380420618259,0.6107824271546267
syngas-to-ethanol,Sn,CeO2,645.3213977639823,48.611327695625434,0.5086670832185204,0.5208647431139454
methanol-synthesis,Ag,MgO,573.9614853364598,20.413830738928855,0.4888398872682597,0.5633330591983639
biomass-to-hmf,Sn,BEA,310.0597963296235,8.092754053767404,0.5199548010761742,0.4785299498371619
syngas-to-ethanol,Fe,SAPO-34,223.14441641148858,41.94462319411724,0.49483726199254763,0.4126778214348393
co2-reduction,Fe,SiO2,358.47993585423524,59.79383775506598,0.5912072797783964,0.6742807880647973
ethanol-to-jet,Pd,CeO2,791.973746026424,62.00587845099584,0.30104432441479806,0.31257936970073225
syngas-to-ethanol,Pt,CeO2,436.3012256411493,92.4971074834393,0.536991761741371,0.506173691339397
methanol-synthesis,In,TiO2,251.39429116641696,73.12018853741624,0.48124018098380317,0.4653544261459915
ethanol-to-jet,Cu,HZSM-5,307.98140143462706,62.47924181629896,0.6640821897501884,0.6919667427864447
methanol-synthesis,Pd,HZSM-5,373.1263920736826,80.62379658979565,0.5444271021531484,0.5567523410747486
co2-reduction,Ag,C,164.7862748482813,21.69194457129601,0.8749110874248393,0.9319185393509026
biomass-to-hmf,In,SiO2,505.1757390806289,75.28515972649411,0.5790270343284187,0.5282723247370253
biomass-to-hmf,Ag,CeO2,601.7962433710015,67.1577976109122,0.45945712443948306,0.39657823149375226
syngas-to-ethanol,Pt,BEA,178.26330487464833,17.86164505743157,0.48829900704465096,0.5116169257669677
co2-reduction,In,Al2O3,184.50541162658132,65.82102930972331,0.8993667258294551,0.895569174647329
ethanol-to-jet,Cu,MgO,579.2423365738373,66.63518193629541,0.4840076238372578,0.4915955234496948
co2-reduction,Cu,HZSM-5,340.1221254007279,88.45682919987814,0.9082428549184988,0.99
syngas-to-ethanol,In,MgO,480.5512158930134,71.25919103518699,0.519616948644097,0.5288539775888832
co2-reduction,Ag,BEA,207.21343473472672,20.68864480081521,0.9511803109614819,0.9515203031894818
syngas-to-ethanol,Rh,HZSM-5,175.83906211558644,92.30474145272464,0.49049804824992527,0.4726257771094039
co2-reduction,Fe,C,405.70988158772855,16.543519808492437,0.5909804159118796,0.659622839645706
co2-reduction,Au,TiO2,380.9957866102467,30.93029494869911,0.48940690443352464,0.5660785894983409
biomass-to-hmf,Pd,HZSM-5,556.765036415246,87.98905014492487,0.42880214237749276,0.415469525915772
ethanol-to-jet,Rh,Al2O3,296.62875345804025,34.836829131993326,0.4785377789850669,0.5079654424736029
syngas-to-ethanol,Au,CeO2,207.06676113924593,38.838505063586425,0.42009378240581263,0.44320241570990976
biomass-to-hmf,Au,SiO2,421.26666870887965,57.71695674301807,0.7012154811643426,0.6330567809347021
syngas-to-ethanol,Pd,TiO2,441.9599704627092,14.045441094554729,0.6094853083805197,0.5763861994906893
methanol-synthesis,Pt,BEA,594.6316135679803,21.028713095159667,0.5212943603096518,0.5222517491804394
methanol-synthesis,Pd,BEA,741.215765013651,43.5763655198581,0.2679256545477845,0.2923192687913382
methanol-synthesis,Au,CeO2,356.37253704726044,56.17668951126331,0.6902174054893371,0.6806722159029721
ethanol-to-jet,Co,TiO2,695.6896314156412,15.406760252869674,0.5359878971074091,0.47132424921385097
ethanol-to-jet,Fe,MgO,774.7775216945532,31.031462392638943,0.25217818115909957,0.27579849505311843
co2-reduction,Co,SiO2,219.40143134821068,19.289903160882165,0.5742058014267982,0.5919864688660812
biomass-to-hmf,Pt,Al2O3,543.6429323150069,61.62384012237357,0.4843470984738423,0.48431166874500997
biomass-to-hmf,In,SiO2,596.7956253659346,36.566872118920585,0.43747961330151414,0.4677053796192825
syngas-to-ethanol,Co,BEA,699.9898533751267,47.40758633233526,0.5441166531161704,0.5215121364745164
co2-reduction,Co,MgO,469.4396380931176,14.613759511819856,0.5764978926120249,0.5897918040946273
methanol-synthesis,In,HZSM-5,415.58295411579496,96.91269301240452,0.5781640131979702,0.5748573824666791
co2-reduction,Ru,SiO2,632.5383300808846,98.8360983288327,0.6049860894583258,0.5926348044210259
methanol-synthesis,Cu,CeO2,752.617084015566,98.57713631905044,0.28208299239893886,0.2497059021171809
biomass-to-hmf,Ag,TiO2,713.4036883518413,88.87110466831625,0.3372095985749968,0.3281483899140917
syngas-to-ethanol,Ru,HZSM-5,545.1544726488415,82.60852296394886,0.4675313480839287,0.5335965496975793
co2-reduction,Ru,BEA,491.3998456068782,87.70251421412186,0.6709801502256818,0.6409589719387465
ethanol-to-jet,Rh,SAPO-34,443.54623516638037,82.87400006427563,0.5066730024319692,0.5570486869238154
ethanol-to-jet,In,BEA,499.6149432446604,98.3992337270218,0.5657685087119998,0.6052997886701382
ethanol-to-jet,Rh,MgO,485.48234401161903,63.43420675617932,0.5014948091144082,0.5461246760293738
ethanol-to-jet,In,Al2O3,435.7100185656989,88.55536002778157,0.5394414035359609,0.5759796094892872
co2-reduction,Ag,CeO2,424.6004185927869,61.70029364514536,0.9507136533918217,0.9030166824219894
ethanol-to-jet,Sn,BEA,737.3891703222375,46.894316354091885,0.27964818435366096,0.313964107201496
syngas-to-ethanol,Cu,BEA,223.56153105833675,78.09438304572794,0.5052947226557617,0.5345153716793859
biomass-to-hmf,Co,MgO,418.8135483134508,45.63769962986036,0.6988220292257743,0.6206099486402217
methanol-synthesis,Ag,SiO2,723.6564907844669,9.927786467657581,0.3808606287484312,0.3860784256245918
co2-reduction,Sn,CeO2,616.943567817066,13.230877466707915,0.4550607975838436,0.3885451162968941
ethanol-to-jet,Sn,C,562.1470718526334,9.44534785939688,0.49054398046114833,0.5366264860573713
syngas-to-ethanol,Sn,BEA,547.8471474151315,16.830067302951093,0.49362254398112326,0.5691802904934906
biomass-to-hmf,Ru,HZSM-5,649.3692104598524,91.31302510339111,0.42744121549742203,0.4268367681051193
biomass-to-hmf,Au,CeO2,255.38066264042294,15.316130017547378,0.43738032777934405,0.4555619219105924
ethanol-to-jet,Ru,Al2O3,351.18689853403816,77.09441181373332,0.644344369504865,0.6233062798208123
syngas-to-ethanol,Pd,CeO2,226.41008596161188,14.025532149396488,0.3697893071686433,0.379736714508468
methanol-synthesis,Ni,Al2O3,157.93504713563414,50.26513313267897,0.5218369275866754,0.5420516653347603
syngas-to-ethanol,Rh,HZSM-5,545.1895551663406,49.85321283005146,0.5617891095911077,0.5082364256086553
methanol-synthesis,Pt,C,444.93001451044074,44.74566078827594,0.6340108052725224,0.6936361808964211
biomass-to-hmf,Pt,HZSM-5,309.0635614351117,55.18681934873149,0.5110706207996741,0.527053212095623
biomass-to-hmf,Au,BEA,683.0789043487171,21.556122495554096,0.4747910084496164,0.4707148747945341
methanol-synthesis,Co,HZSM-5,574.6299708400882,4.635384130418791,0.5173838241769169,0.49302239597123926
ethanol-to-jet,Au,Al2O3,365.22220707125996,9.682565762505716,0.5662145960419194,0.5679222169163206
ethanol-to-jet,Ru,CeO2,254.86789782985164,29.153673935665825,0.44563770305685985,0.39134644661260054
biomass-to-hmf,Pt,BEA,265.3225237733917,46.0784449740063,0.5339686641478252,0.4765289623898924
biomass-to-hmf,Fe,HZSM-5,210.53208708415022,30.630153678054825,0.5333156250454606,0.5564451896881581
co2-reduction,Ru,SAPO-34,642.9872920942344,84.48765337837217,0.4137096635604702,0.37983143094368743
ethanol-to-jet,Pd,C,237.45476290073316,69.7673244109853,0.5597054701523686,0.5106471935953845
co2-reduction,Fe,BEA,418.942641027421,21.774691558533313,0.5767797868845306,0.5998828315471254
methanol-synthesis,Pt,HZSM-5,221.04645238361206,73.24312345650527,0.5391695254641298,0.526592581161905
biomass-to-hmf,Cu,C,620.6481896163916,60.87302408706602,0.4701244902654179,0.5412429833503433
co2-reduction,Ru,TiO2,318.77902553606253,57.93912621220505,0.686944983189879,0.7358878857289687
biomass-to-hmf,Fe,CeO2,549.288487551453,50.14329561927075,0.5042659071282513,0.46385262104620495
syngas-to-ethanol,Ag,CeO2,724.3813927927147,24.039442309365565,0.2584777796721717,0.2846034849354596
co2-reduction,In,HZSM-5,226.8346374153451,47.02367780298451,0.8709199110444341,0.9409998406917556
ethanol-to-jet,Sn,SiO2,669.716828316079,99.89971371776295,0.532522504626807,0.45736848953881604
syngas-to-ethanol,Ni,TiO2,377.2725288888072,80.79830826903023,0.6525973808861459,0.6026943495204253
methanol-synthesis,Ni,SiO2,598.5110900033814,26.187334695677116,0.48080143640238243,0.4933114467149672
ethanol-to-jet,Pd,Al2O3,479.348257612406,33.06846009892394,0.6997833744891981,0.8552793022894662
ethanol-to-jet,Cu,TiO2,371.8850303995018,72.71526763829017,0.6303361529568091,0.6211763220207898
biomass-to-hmf,Ni,CeO2,276.1101269337135,83.54870471697858,0.5267252824240275,0.5711080537177193
syngas-to-ethanol,Ag,HZSM-5,569.6739434319736,48.668056788915706,0.4839666187221404,0.5737271865177566
syngas-to-ethanol,Rh,TiO2,450.60554898971964,81.60249572233373,0.6115035379595701,0.6363906924141398
ethanol-to-jet,Rh,Al2O3,517.2127166481814,68.1415648403375,0.5332962126027231,0.5543755431334458
biomass-to-hmf,Rh,HZSM-5,285.3706056275104,68.86383673429644,0.5419470250234806,0.5110843656961345
co2-reduction,Cu,CeO2,332.2990186250243,4.086143304229443,0.9220849123026984,0.8670772006541136
syngas-to-ethanol,Au,BEA,697.5637537083041,57.52718247445836,0.5219750615310114,0.560921886706617
syngas-to-ethanol,Co,SAPO-34,711.9858988264467,75.40248065829172,0.32288864330759426,0.40661326497497113
co2-reduction,Sn,HZSM-5,326.4733207897485,9.59298071420482,0.5997201990585477,0.6331572818381733
methanol-synthesis,Fe,C,689.147354796323,30.96024179755037,0.4454149561930343,0.42605997106931426
biomass-to-hmf,Pd,CeO2,222.95032697349927,78.70945434050343,0.5347768878782889,0.5772319934154462
methanol-synthesis,Cu,C,478.89655020987686,80.10350256252032,0.5853016526167909,0.5817216900238875
biomass-to-hmf,Co,SiO2,371.07533775541106,48.86372235053528,0.5241063126659595,0.5062548526256291
biomass-to-hmf,Pd,TiO2,243.1417811674096,87.30809955840486,0.5445191581759893,0.5732794089813176
biomass-to-hmf,Au,CeO2,283.371621526561,4.618701156060936,0.5250332860690605,0.5275219704281086
syngas-to-ethanol,Sn,BEA,225.29339159035243,31.787150467197574,0.5003531579314088,0.4673371009577364
ethanol-to-jet,Au,SAPO-34,366.638339709262,89.02940172380087,0.6349414210101267,0.6559900682295963
ethanol-to-jet,Rh,Al2O3,164.6121697531185,76.09088824616482,0.52460094239964,0.49829920026626096
methanol-synthesis,Fe,SiO2,275.154665755248,28.38830432813841,0.3923328540064378,0.4471904895941226
co2-reduction,Ag,SAPO-34,327.2252343375867,16.592105463818093,0.9260581271995797,0.8829193389974237
ethanol-to-jet,Ni,BEA,484.1394302736516,21.45116057776169,0.9346739455956997,0.9150733135997432
co2-reduction,Rh,TiO2,326.1838655323679,94.3845040554629,0.6529968192023311,0.6838471166811659
co2-reduction,Pt,SiO2,261.3287340574552,31.826378410406594,0.5341784661600238,0.4658806805999971
co2-reduction,Rh,C,182.9720194231577,3.870275934061564,0.5605971992693201,0.5736597258310129
ethanol-to-jet,Cu,MgO,184.96991921944712,43.22010877579271,0.4815361430376898,0.4887055664048024
methanol-synthesis,Sn,C,550.6049694952055,31.93162446395216,0.411188238355084,0.43162087892911755
methanol-synthesis,Sn,BEA,201.05464482972937,92.35561514510624,0.4485314245908964,0.38089791029871967
syngas-to-ethanol,Pt,CeO2,210.3955133136597,80.43269931561659,0.42388204068910545,0.4795164594386017
syngas-to-ethanol,Cu,C,351.7545949288508,64.79744238638412,0.5685368303153605,0.6452232158111855
syngas-to-ethanol,Ag,SiO2,765.8413756300985,15.22844669408001,0.2732099268473851,0.18784202896773777
biomass-to-hmf,Pd,TiO2,404.8499969331882,70.2618474871604,0.544173778002567,0.605964359002914
co2-reduction,Fe,C,466.87937617057327,7.47115468277113,0.5922050911031665,0.5647907262786365
ethanol-to-jet,Fe,C,449.8070944081848,17.909352935429506,0.6080009112926393,0.6330900481010165
co2-reduction,Pt,CeO2,480.1672828712011,41.16291224165063,0.6558699407951231,0.7282949022897693
ethanol-to-jet,Fe,BEA,572.1434183128222,79.45066301457356,0.4820115677105457,0.4157091834064438
biomass-to-hmf,Ag,MgO,533.8483718688581,24.618953887124427,0.4793267419438362,0.4923407672729805
methanol-synthesis,Rh,CeO2,783.0296252931917,38.99782941892693,0.25181205368946946,0.2039545079447173
co2-reduction,In,MgO,659.8040848011776,44.1000170942687,0.8671893940774943,0.8647567764989718
co2-reduction,Rh,SiO2,262.505546440914,67.290914414164,0.5016398497705793,0.46371508303557585
biomass-to-hmf,Ag,SAPO-34,534.9060378033598,46.82793499687635,0.48847996428971163,0.4422683070762964
biomass-to-hmf,Cu,C,264.51310143041025,95.63246119151694,0.5445099205562394,0.596272387292427
ethanol-to-jet,Pt,SAPO-34,595.5806432600571,60.044136087320695,0.40769060688809533,0.3612150638784748
syngas-to-ethanol,Fe,C,569.2429250412217,7.0867399347034645,0.42517353724549606,0.39267234052515115
methanol-synthesis,Co,HZSM-5,642.1005162996909,66.42725798318108,0.49582810151048196,0.42334584052555546
syngas-to-ethanol,Rh,Al2O3,403.4887291500114,58.21521007469905,0.5539070093437343,0.5037091407396593
methanol-synthesis,In,TiO2,344.82796729117376,79.64031931316272,0.6103633664699472,0.6138305833217597
co2-reduction,Ru,TiO2,793.6880168172479,58.689970804779264,0.26391312233313735,0.27275416594010726
biomass-to-hmf,Rh,MgO,700.9638844647347,85.39801276567788,0.2726659957706367,0.25908324025433405
ethanol-to-jet,Fe,BEA,779.1346858034487,1.0834880965356373,0.38367260451492685,0.45069565710444426
biomass-to-hmf,Fe,SAPO-34,709.8110957699716,86.70228404616779,0.2350209381536201,0.27650755904757884
methanol-synthesis,Ru,MgO,556.3892972229626,71.46559151929745,0.5405698277245796,0.48315666328694873
syngas-to-ethanol,Ru,MgO,504.327212179381,66.58626847094,0.540938882187743,0.6178354781083706
syngas-to-ethanol,Co,SiO2,511.02402620007683,84.48943940195234,0.4438727596877793,0.3979976186370661
co2-reduction,Ru,CeO2,337.5060666229309,87.40083346766637,0.6508830733421751,0.6644578388834576
methanol-synthesis,Co,HZSM-5,196.63489774952086,2.5550721381276267,0.5275738137619762,0.5446032745820011
syngas-to-ethanol,Au,MgO,783.7337675961961,14.44179880903423,0.3195347960464072,0.2532111896308531
methanol-synthesis,Au,MgO,709.0992953361467,89.46466444510158,0.3523658853310724,0.41084538495246103
biomass-to-hmf,Ru,CeO2,445.3563334876276,42.98834377268666,0.5885304627965986,0.5863566153059054
syngas-to-ethanol,Ru,TiO2,296.731596967311,43.05241387227738,0.4234446248722139,0.44915736267310563
ethanol-to-jet,Pt,C,700.4225263379044,24.43824676052384,0.3286028720857072,0.32549332123574165
biomass-to-hmf,Pd,MgO,752.2668935731655,58.058882961645956,0.3562176679935251,0.3395138064445281
ethanol-to-jet,Ni,C,608.1736526606685,12.203272591878536,0.52823029629468,0.4772470793600742
syngas-to-ethanol,Sn,SAPO-34,242.3568619386893,73.39802511866687,0.4988223924562881,0.49010467956114634
co2-reduction,Ag,BEA,200.8524912609302,89.1016323521509,0.8612653961020471,0.8427890496603792
ethanol-to-jet,In,C,559.9308519221543,66.70995697439233,0.4934263702164166,0.5347287287884919
ethanol-to-jet,Au,BEA,668.7638564166314,31.937472423098026,0.4781617881380891,0.39783293310115514
ethanol-to-jet,Fe,BEA,656.0426366106361,47.41801222376109,0.587479195210271,0.6565518991447954
biomass-to-hmf,Ag,TiO2,423.66046964671045,96.09754894523539,0.535386865244719,0.5698722555069787
co2-reduction,Pd,CeO2,172.9620561136547,92.36358709011982,0.47485126147243284,0.4880256222389858
co2-reduction,Sn,Al2O3,189.92154604975156,47.8428926634488,0.5147112064506747,0.5029908164348585
methanol-synthesis,Pt,HZSM-5,576.6079261432374,29.8835676616481,0.46081171672068016,0.4262846641048672
biomass-to-hmf,Ni,Al2O3,465.0941223176688,13.555312209233746,0.5541904042259378,0.5125992938144156
ethanol-to-jet,Pd,Al2O3,236.15019582412052,28.81622121666739,0.4966410854975322,0.46085308604199465
co2-reduction,Ni,SAPO-34,542.4840007983073,91.10301737923355,0.534102603285631,0.6084649110524274
methanol-synthesis,Au,C,390.3484394781027,18.36453713375334,0.5709973379314979,0.5829675629582667
methanol-synthesis,Ag,CeO2,669.5918041676488,86.33942837473721,0.5249842555151467,0.5485843690611104
co2-reduction,Cu,CeO2,537.1036597122416,82.35065300957024,0.8537977633958044,0.8909318843137904
syngas-to-ethanol,Ru,MgO,304.66583542103865,44.578315830781385,0.6241124476340328,0.562229326517668
methanol-synthesis,In,TiO2,185.31176125608167,27.175154095835303,0.5434578032194637,0.5878223450828008
ethanol-to-jet,Ni,CeO2,451.6097032217988,48.14696229126561,0.5618356947910709,0.5637325865634509
syngas-to-ethanol,Sn,BEA,301.87985261433204,68.66748589914421,0.6341664496405535,0.6237007586615854
syngas-to-ethanol,Ag,Al2O3,244.3473901211275,87.15749584912284,0.5536489023883006,0.6718425271192686
ethanol-to-jet,Pd,C,398.3026615606301,32.25317384462437,0.5607006983682509,0.49164846821056213
biomass-to-hmf,Au,HZSM-5,213.28680847967334,53.59804187048219,0.5151909297802438,0.551269055036551
co2-reduction,Ru,Al2O3,367.728814301729,27.44169375620275,0.5884566813077615,0.6611197144738132
ethanol-to-jet,Pd,MgO,449.7205857377362,67.85382079452276,0.5330697100138375,0.5677156411654181
methanol-synthesis,Sn,SiO2,487.9690093496016,68.09409786267246,0.5697069589620554,0.6556758542724201
methanol-synthesis,Fe,BEA,156.87569295854274,1.8391404996608176,0.5996257676584059,0.5612929382692385
ethanol-to-jet,Ni,MgO,213.50419365928897,11.286821192983204,0.472522143204571,0.5155015375535611
syngas-to-ethanol,Fe,SiO2,621.4129264216353,25.937714607379387,0.4806434675105243,0.47837290661391235
ethanol-to-jet,Ni,SAPO-34,186.97324253639985,59.81971966478188,0.5012694210271205,0.40528576321723764
